doi,openalex_id,label_included,pmid,method,titles,abstracts
https://doi.org/10.1586/erm.09.19,https://openalex.org/W1985525269,0,https://pubmed.ncbi.nlm.nih.gov/19435457,id_retrieval_doi,Advances in viral disease diagnostic and molecular epidemiological technologies.,"The early and rapid detection and characterization of specific nucleic acids of medico-veterinary pathogens have proven invaluable for diagnostic purposes. The integration of amplification and signal detection systems, including online real-time devices, have increased speed and sensitivity and greatly facilitated the quantification of target nucleic acids. They have also allowed for sequence characterization using melting or hybridization curves. The newer-generation molecular diagnostic technologies offer, hitherto, unparalleled detection and discrimination methodologies, which are vital for the positive detection and identification of pathogenic agents, as well as the effects of the pathogens on the production of antibodies. The development phase of the novel technologies entails a thorough understanding of accurate diagnosis and discrimination of present and emerging diseases. The development of novel technologies can only be successful if they are transferred and used in the field with a sustainable quality-assured application to allow for the optimal detection and effective control of diseases. The aim of these new tools is to detect the presence of a pathogen agent before the onset of disease. This manuscript focuses mainly on the experiences of two World Organisation for Animal Health collaborating centers in context to molecular diagnosis and molecular epidemiology of transboundary and endemic animal diseases of viral origin, food safety and zoonoses."
https://doi.org/10.1016/s0140-6736(86)90926-8,https://openalex.org/W2085402383,0,,search_title,AFRICAN SWINE FEVER VIRUS AND AIDS,No abstract
https://doi.org/10.1016/j.jviromet.2015.06.014,https://openalex.org/W1153576871,0,https://pubmed.ncbi.nlm.nih.gov/26129867,id_retrieval_doi,Propidium monoazide (PMA) and ethidium bromide monoazide (EMA) improve DNA array and high-throughput sequencing of porcine reproductive and respiratory syndrome virus identification.,"Pan-viral DNA array (PVDA) and high-throughput sequencing (HTS) are useful tools to identify novel viruses of emerging diseases. However, both techniques have difficulties to identify viruses in clinical samples because of the host genomic nucleic acid content (hg/cont). Both propidium monoazide (PMA) and ethidium bromide monoazide (EMA) have the capacity to bind free DNA/RNA, but are cell membrane-impermeable. Thus, both are unable to bind protected nucleic acid such as viral genomes within intact virions. However, EMA/PMA modified genetic material cannot be amplified by enzymes. In order to assess the potential of EMA/PMA to lower the presence of amplifiable hg/cont in samples and improve virus detection, serum and lung tissue homogenates were spiked with porcine reproductive and respiratory virus (PRRSV) and were processed with EMA/PMA. In addition, PRRSV RT-qPCR positive clinical samples were also tested. EMA/PMA treatments significantly decreased amplifiable hg/cont and significantly increased the number of PVDA positive probes and their signal intensity compared to untreated spiked lung samples. EMA/PMA treatments also increased the sensitivity of HTS by increasing the number of specific PRRSV reads and the PRRSV percentage of coverage. Interestingly, EMA/PMA treatments significantly increased the sensitivity of PVDA and HTS in two out of three clinical tissue samples. Thus, EMA/PMA treatments offer a new approach to lower the amplifiable hg/cont in clinical samples and increase the success of PVDA and HTS to identify viruses."
,https://openalex.org/W1730284809,0,,search_title,No title,No abstract
https://doi.org/10.1016/s0034-5288(18)30758-6,https://openalex.org/W2431437823,0,,search_title,Atypical rotavirus in chickens in Argentina,No abstract
https://doi.org/10.1128/jcm.27.11.2619-2623.1989,https://openalex.org/W1512677210,0,,search_title,Serological characterization of bovine rotaviruses isolated from dairy and beef herds in Argentina,"<jats:p>Bovine rotaviruses isolated from beef and dairy herds in Argentina were serotyped by the immunoperoxidase focus reduction assay as previously described (G. Gerna, M. Battaglia, G. Milenesi, N. Passarani, E. Percivalle, and E. Cattaneo, Infect. Immun. 43:722-729, 1984). Three strains from beef herds were related to the UK and NCDV bovine rotavirus strains defined as serotype 6 (Y. Hoshino, R. G. Wyatt, H. B. Greenberg, J. Flores, and A. Z. Kapikian, J. Infect. Dis. 149:694-702, 1984). Two other strains from dairy herds were classified as bovine viruses related to the bovine B223 strain reported by Woode and co-workers (G. N. Woode, N. E. Kelso, T. F. Simpson, S. K. Gaul, L. E. Evans, and L. Babiuk, J. Clin. Microbiol. 18:358-364, 1983) in the United States. A serotyping antibody-capture enzyme-linked immunoassay to detect serotype 6 rotavirus using a serotype 6-specific monoclonal antibody was developed and evaluated for strain characterization. Characterization of 72 group A rotavirus-positive fecal samples from beef herds and 43 fecal samples from dairy herds showed a predominance of serotype 6 rotavirus in beef herds but both serotype 6 and non-serotype 6 rotaviruses in dairy herds. Analysis of genomic double-stranded RNA by polyacrylamide gel electrophoresis showed that when outbreaks were caused by one serotype only a single electropherotype was present in all samples.</jats:p>"
https://doi.org/10.1155/2018/6097291,https://openalex.org/W2902495586,0,https://pubmed.ncbi.nlm.nih.gov/30631359,id_retrieval_doi,Genotype Diversity of Newcastle Disease Virus in Nigeria: Disease Control Challenges and Future Outlook.,"Newcastle disease (ND) is one of the most important avian diseases with considerable threat to the productivity of poultry all over the world. The disease is associated with severe respiratory, gastrointestinal, and neurological lesions in chicken leading to high mortality and several other production related losses. The aetiology of the disease is an avian paramyxovirus type-1 or Newcastle disease virus (NDV), whose isolates are serologically grouped into a single serotype but genetically classified into a total of 19 genotypes, owing to the continuous emergence and evolution of the virus. In Nigeria, molecular characterization of NDV is generally very scanty and majorly focuses on the amplification of the partial F gene for genotype assignment. However, with the introduction of the most objective NDV genotyping criteria which utilize complete fusion protein coding sequences in phylogenetic taxonomy, the enormous genetic diversity of the virus in Nigeria became very conspicuous. In this review, we examine the current ecological distribution of various NDV genotypes in Nigeria based on the available complete fusion protein nucleotide sequences (1662 bp) in the NCBI database. We then discuss the challenges of ND control as a result of the wide genetic distance between the currently circulating NDV isolates and the commonest vaccines used to combat the disease in the country. Finally, we suggest future directions in the war against the economically devastating ND in Nigeria."
https://doi.org/10.1074/jbc.m600577200,https://openalex.org/W2803439915,0,,id_retrieval_doi,Novel Polyphenol Oxidase Mined from a Metagenome Expression Library of Bovine Rumen,No abstract
https://doi.org/10.1556/004.2016.025,https://openalex.org/W2462517712,0,https://pubmed.ncbi.nlm.nih.gov/27342096,id_retrieval_doi,Molecular characterisation of epizootic haemorrhagic disease virus associated with a Tunisian outbreak among cattle in 2006.,"In 2006, epizootic haemorrhagic disease (EHD) outbreaks were recorded in the Maghreb (Tunisia, Morocco and Algeria) among cattle, resulting in severe repercussions on herds (oedema of the head, necrotic lesions of the oral mucosa, hyperthermia of the teats, accompanied by anorexia and respiratory distress) and economic losses. The present study gives new information on the molecular characterisation of the EHD virus (EHDV) that had circulated in Tunisia. Genome segments 2, 3, 6, 7 and 10 of EHDV, corresponding to the VP2, VP3, VP5, VP7 and NS3/NS3A proteins, respectively, were amplified from the blood of one animal by RT-PCR and sequenced. Nucleotide sequence comparisons of these five segments with sequences available in the GenBank demonstrated that an EHDV serotype 6 (EHDV-6) had been present in Tunisia in 2006. The possible origin of this strain is discussed."
https://doi.org/10.7705/biomedica.v36i0.2950,https://openalex.org/W2193893012,0,https://pubmed.ncbi.nlm.nih.gov/27622793,id_retrieval_doi,"Prioritization of zoonotic viral diseases in feral pigs, domestic pigs and humans interface.","Understanding the ecology of diseases requires the comprehension of pathogens in wild life-livestock interface. Feral pigs (Sus scrofa) are a health problem when countries work to prevent and control zoonotic diseases, as their populations raise environmental and health concerns due to infectious agents transmissible to domestic pigs and other animal species, including humans. To prioritize zoonotic diseases in the feral pigs, domestic animals and humans interface. The semi-quantitative prioritization method based on evidence included 27 criteria founded in recent publications. According to viral etiology we classified them in five categories: epidemiology (eight), prevention/control (three), economy/trade (four), public health (nine) and society (three). Each criterion had a coefficient of 0 to 7 according to their impact based on evidence (maximum sum of 189). Evidence on the criteria for the nine viral diseases analyzed came from the review of 81 sources published between 1977 and 2015. The top three diseases with the highest score and zoonotic potential were swine influenza (133), hepatitis E (123), and hantavirus infection (103), whose highest scores were observed on epidemiology and public health criteria. The semi-quantitative methods of prioritization impartially contribute to decision-making based on evidence; however, they are seldom used in developing countries due to the lack of data from public health surveillance. Control of shared diseases requires the development of strategies to reduce transmission of pathogens between wildlife and domestic animals and humans."
https://doi.org/10.1006/viro.1998.9529,https://openalex.org/W2009131618,0,https://pubmed.ncbi.nlm.nih.gov/9927579,id_retrieval_doi,Characterization of the surface proteins of influenza A (H5N1) viruses isolated from humans in 1997-1998.,"Influenza A (H5N1) viruses infected humans in Hong Kong between May and December, 1997. Sixteen viruses, including 6 from fatal cases, were isolated during this outbreak. Molecular analysis of the surface proteins genes encoding the hemagglutinin (HA) and neuraminidase (NA) of these H5N1 isolates, of a subtype not previously known to infect humans, are presented. The 16 human H5 HA sequences contain multiple basic amino acids adjacent to the cleavage site, a motif associated with highly pathogenic avian influenza A viruses. The phylogenetic relationship among both avian and human H5 hemagglutinins indicates that the human isolates are related directly to isolates that circulated among chickens in the live poultry markets in Hong Kong prior to and during the outbreak in humans. HA sequences from the human isolates and a recent chicken isolate represent a separate clade, within which there are two subgroups that are distinguishable antigenically and by the presence of a potential glycosylation site. Likewise the N1 neuraminidases of the human H5 isolates represent a clade that is evolutionarily distinct from previously characterized N1 neuraminidases. The recent human H5N1 virus NA genes are avian-like, indicating direct introduction from an avian source rather than evolution of a human N1 NA. All of the 16 human NA genes encode a shortened stalk due to a 19-amino acid deletion, also found in the recent avian H5N1 isolates from Hong Kong. Two unique amino acids were identified in the N1 NAs of the recent human isolates; however, it is not known if these residues influence host range. Neither the HA nor the NA genes of the human H5N1 virus isolates show evidence of adaptive changes during the outbreak. Although analyses of the surface protein genes of the H5N1 viruses from this outbreak did not provide immediate answers regarding the molecular basis for virulence, the analyses provided clues to potentially important areas of the genes worth further investigation."
https://doi.org/10.3390/vetsci5030076,https://openalex.org/W2888103133,0,,search_title,Analysis of the Variability in the Non-Coding Regions of Influenza A Viruses,"<jats:p>The genomes of influenza A viruses (IAVs) comprise eight negative-sense single-stranded RNA segments. In addition to the protein-coding region, each segment possesses 5′ and 3′ non-coding regions (NCR) that are important for transcription, replication and packaging. The NCRs contain both conserved and segment-specific sequences, and the impacts of variability in the NCRs are not completely understood. Full NCRs have been determined from some viruses, but a detailed analysis of potential variability in these regions among viruses from different host groups and locations has not been performed. To evaluate the degree of conservation in NCRs among different viruses, we sequenced the NCRs of IAVs isolated from different wild bird host groups (ducks, gulls and seabirds). We then extended our study to include NCRs available from the National Center for Biotechnology Information (NCBI) Influenza Virus Database, which allowed us to analyze a wider variety of host species and more HA and NA subtypes. We found that the amount of variability within the NCRs varies among segments, with the greatest variation found in the HA and NA and the least in the M and NS segments. Overall, variability in NCR sequences was correlated with the coding region phylogeny, suggesting vertical coevolution of the (coding sequence) CDS and NCR regions.</jats:p>"
,,0,,,No title,No abstract
https://doi.org/10.1007/s007050050335,https://openalex.org/W1984878810,0,https://pubmed.ncbi.nlm.nih.gov/9638153,id_retrieval_doi,A proposal for a new (third) genus within the family Adenoviridae.,"This article presents a proposal for the establishment of a new adenovirus genus to accommodate certain bovine, ovine, and avian adenoviruses with special characteristics which differentiate them from members of the existing genera Mastadenovirus and Aviadenovirus. This proposal has been developed from earlier versions with advice from the Adenovirus Study Group of the International Committee on Taxonomy of Viruses (ICTV)."
https://doi.org/10.1016/j.molcel.2004.11.016,https://openalex.org/W2078328390,0,,search_title,Does Common Architecture Reveal a Viral Lineage Spanning All Three Domains of Life?,No abstract
https://doi.org/10.1016/j.antiviral.2013.07.006,https://openalex.org/W1999035120,0,https://pubmed.ncbi.nlm.nih.gov/23906741,id_retrieval_doi,"Crimean-Congo hemorrhagic fever: history, epidemiology, pathogenesis, clinical syndrome and genetic diversity.","Crimean-Congo hemorrhagic fever (CCHF) is the most important tick-borne viral disease of humans, causing sporadic cases or outbreaks of severe illness across a huge geographic area, from western China to the Middle East and southeastern Europe and throughout most of Africa. CCHFV is maintained in vertical and horizontal transmission cycles involving ixodid ticks and a variety of wild and domestic vertebrates, which do not show signs of illness. The virus circulates in a number of tick genera, but Hyalomma ticks are the principal source of human infection, probably because both immature and adult forms actively seek hosts for the blood meals required at each stage of maturation. CCHF occurs most frequently among agricultural workers following the bite of an infected tick, and to a lesser extent among slaughterhouse workers exposed to the blood and tissues of infected livestock and medical personnel through contact with the body fluids of infected patients. CCHFV is the most genetically diverse of the arboviruses, with nucleotide sequence differences among isolates ranging from 20% for the viral S segment to 31% for the M segment. Viruses with diverse sequences can be found within the same geographic area, while closely related viruses have been isolated in far distant regions, suggesting that widespread dispersion of CCHFV has occurred at times in the past, possibly by ticks carried on migratory birds or through the international livestock trade. Reassortment among genome segments during co-infection of ticks or vertebrates appears to have played an important role in generating diversity, and represents a potential future source of novel viruses. In this article, we first review current knowledge of CCHFV, summarizing its molecular biology, maintenance and transmission, epidemiology and geographic range. We also include an extensive discussion of CCHFV genetic diversity, including maps of the range of the virus with superimposed phylogenetic trees. We then review the features of CCHF, including the clinical syndrome, diagnosis, treatment, pathogenesis, vaccine development and laboratory animal models of CCHF. The paper ends with a discussion of the possible future geographic range of the virus. For the benefit of researchers, we include a Supplementary Table listing all published reports of CCHF cases and outbreaks in the English-language literature, plus some principal articles in other languages, with total case numbers, case fatality rates and all CCHFV strains on GenBank."
https://doi.org/10.1007/s13337-015-0266-8,https://openalex.org/W1611460794,0,https://pubmed.ncbi.nlm.nih.gov/26396982,id_retrieval_doi,Genetic characterization and phylogenetic analysis of host-range genes of Camelpox virus isolates from India.,"Camelpox virus (CMLV), a close variant of variola virus (VARV) infects camels worldwide. The zoonotic infections reported from India signify the need to study the host-range genes-responsible for host tropism. We report sequence and phylogenetic analysis of five host-range genes: cytokine response modifier B (crmB), chemokine binding protein (ckbp), viral schlafen-like (v-slfn), myxomavirus T4-like (M-T4-like) and b5r of CMLVs isolated from outbreaks in India. Comparative analysis revealed that these genes are conserved among CMLVs and shared 94.5-100 % identity at both nucleotide (nt) and amino acid (aa) levels. All genes showed identity (59.3-98.4 %) with cowpox virus (CPXV) while three genes-crmB, ckbp and b5r showed similarity (92-96.5 %) with VARVs at both nt and aa levels. Interestingly, three consecutive serine residue insertions were observed in CKBP protein of CMLV-Delhi09 isolate which was similar to CPXV-BR and VACVs, besides five point mutations (K53Q, N67I, F84S, A127T and E182G) were also similar to zoonotic OPXVs. Further, few inconsistent point mutation(s) were also observed in other gene(s) among Indian CMLVs. These indicate that different strains of CMLVs are circulating in India and these mutations could play an important role in adaptation of CMLVs in humans. The phylogeny revealed clustering of all CMLVs together except CMLV-Delhi09 which grouped separately due to the presence of specific point mutations. However, the topology of the concatenated phylogeny showed close evolutionary relationship of CMLV with VARV and TATV followed by CPXV-RatGer09/1 from Germany. The availability of this genetic information will be useful in unveiling new strategies to control emerging zoonotic poxvirus infections."
https://doi.org/10.1007/s11262-012-0788-8,https://openalex.org/W2023252880,0,https://pubmed.ncbi.nlm.nih.gov/22872567,id_retrieval_doi,"Sequence and phylogenetic analysis of host-range (E3L, K3L, and C7L) and structural protein (B5R) genes of buffalopox virus isolates from buffalo, cattle, and human in India.","Buffalopox virus (BPXV), a close variant of vaccinia virus (VACV) has emerged as a zoonotic pathogen. The host tropism of poxviruses is governed by host-range genes. Among the host-range genes: E3L, K3L, and C7L are essential for virus replication by preventing interferon resistance, whereas B5R is essential for spread of the virus and evasion from the host's immune response as in VACV. We report sequence analysis of host-range genes: E3L, K3L, C7L, and membrane protein gene (B5R) of BPXVs from buffalo, cattle, and human from recent outbreaks in India-their phylogenetic relationship with reference strain (BP4) and other Orthopoxviruses. BPXVs revealed a sequence homology with VACVs including zoonotic Brazilian VACV-like viruses. The aa sequences of E3L and K3L genes were 100 % similar in buffalo, cattle, and human isolates. However, four significant point mutations (I11K; N12K and S36F in C7L gene and D249G in B5R gene) were observed specific to buffalo isolate only. This signifies that different strains of BPXV were circulated during the outbreak. The mutations in C7L and B5R could play an important role in adaptation of BPXV in human and cattle which needs further functional studies. The strain of BPXV isolated from buffalo may not be adopted in human and cow. Various point mutations were observed in the host-range genes of reference strain (BPXV-BP4) which may be due to several passages of virus in cell culture. The phylogeny constructed based on concatenated gene sequences revealed that BPXVs are not as closely related to vaccine strain (Lister and Lister-derived strain-LC16m8), as hypothesized earlier, rather they are more closely related to reference strain (BPXV-BP4) and other vaccinia and vaccinia-like viruses such as Passatempo and Aracatuba viruses. The availability of information regarding host tropism determinants would allow us to understand molecular mechanism of species tropism of poxviruses which would be useful in unveiling new strategies to control zoonotic poxviral infections."
https://doi.org/10.1023/a:1007987407250,https://openalex.org/W38331891,0,https://pubmed.ncbi.nlm.nih.gov/9208455,id_retrieval_doi,Analysis of the fusion protein gene of the porcine rubulavirus LPMV: comparative analysis of paramyxovirus F proteins.,"Complementary DNA clones representing the fusion (F) protein gene of the porcine rubulavirus LPMV were isolated and sequenced. The F gene was found to be 1,845 nucleotides long containing one long open reading frame capable of encoding a protein of 541 amino acids. The cleavage motif for F0 into F1 and F2 is His-Arg-Lys-Lys-Arg. A sequence comparison and a phylogenetic analysis was performed in order to identify possible functional domains of paramyxovirus fusion proteins and also to classify the porcine rubulavirus. The F gene of LPMV is most closely related to the human mumps virus and simian virus type 5 F genes, and is therefore classified into the rubulavirus genus. A coding region for a small hydrophobic protein was however not found between the F and hemagglutinin-neuraminidase (HN) genes as previously found in both SV5 and mumps."
https://doi.org/10.1111/j.1462-2920.2011.02593.x,https://openalex.org/W1936995073,0,https://pubmed.ncbi.nlm.nih.gov/22004549,id_retrieval_doi,Phage-bacteria relationships and CRISPR elements revealed by a metagenomic survey of the rumen microbiome.,"Viruses are the most abundant biological entities on the planet and play an important role in balancing microbes within an ecosystem and facilitating horizontal gene transfer. Although bacteriophages are abundant in rumen environments, little is known about the types of viruses present or their interaction with the rumen microbiome. We undertook random pyrosequencing of virus-enriched metagenomes (viromes) isolated from bovine rumen fluid and analysed the resulting data using comparative metagenomics. A high level of diversity was observed with up to 28,000 different viral genotypes obtained from each environment. The majority (~78%) of sequences did not match any previously described virus. Prophages outnumbered lytic phages approximately 2:1 with the most abundant bacteriophage and prophage types being associated with members of the dominant rumen phyla (Firmicutes and Proteobacteria). Metabolic profiling based on SEED subsystems revealed an enrichment of sequences with putative functional roles in DNA and protein metabolism, but a surprisingly low proportion of sequences assigned to carbohydrate and amino acid metabolism. We expanded our analysis to include previously described metagenomic data and 14 reference genomes. Clustered regularly interspaced short palindromic repeats (CRISPR) were detected in most of the microbial genomes, suggesting previous interactions between viral and microbial communities."
https://doi.org/10.1111/1755-0998.12946,https://openalex.org/W2893082618,0,https://pubmed.ncbi.nlm.nih.gov/30240114,id_retrieval_doi,Using noninvasive metagenomics to characterize viral communities from wildlife.,"Microbial communities play an important role in organismal and ecosystem health. While high-throughput metabarcoding has revolutionized the study of bacterial communities, generating comparable viral communities has proven elusive, particularly in wildlife samples where the diversity of viruses and limited quantities of viral nucleic acid present distinctive challenges. Metagenomic sequencing is a promising solution for studying viral communities, but the lack of standardized methods currently precludes comparisons across host taxa or localities. Here, we developed an untargeted shotgun metagenomic sequencing protocol to generate comparable viral communities from noninvasively collected faecal and oropharyngeal swabs. Using samples from common vampire bats (Desmodus rotundus), a key species for virus transmission to humans and domestic animals, we tested how different storage media, nucleic acid extraction procedures and enrichment steps affect viral community detection. Based on finding viral contamination in foetal bovine serum, we recommend storing swabs in RNAlater or another nonbiological medium. We recommend extracting nucleic acid directly from swabs rather than from supernatant or pelleted material, which had undetectable levels of viral RNA. Results from a low-input RNA library preparation protocol suggest that ribosomal RNA depletion and light DNase treatment reduce host and bacterial nucleic acid, and improve virus detection. Finally, applying our approach to twelve pooled samples from seven localities in Peru, we showed that detected viral communities saturated at the attained sequencing depth, allowing unbiased comparisons of viral community composition. Future studies using the methods outlined here will elucidate the determinants of viral communities across host species, environments and time."
https://doi.org/10.1099/vir.0.81223-0,https://openalex.org/W2147703216,0,https://pubmed.ncbi.nlm.nih.gov/16227239,id_retrieval_doi,Antigenic and genetic characterization of rabies viruses isolated from domestic and wild animals of Brazil identifies the hoary fox as a rabies reservoir.,"Fifty Brazilian rabies viruses, collected from many different animal species and several regions of the country, were characterized by partial sequencing of the central, variable region of the P gene, a locus useful for sensitive molecular epidemiological studies. Phylogenetic analysis of the sequences, which included comparison with other rabies strains recovered from throughout the Americas, identified three main groups of Brazilian viruses, arbitrarily designated BRL-1 to BRL-3. BRL-1 was found in terrestrial carnivores and clusters with other American strains of the cosmopolitan lineage. BRL-2 comprised two distinct isolates, recovered from two species of non-haematophagous bats, that had evolutionary links to insectivorous-bat-derived strains of North America. BRL-3 consisted of isolates from vampire bats and from livestock species probably infected via contact with vampire bats. The terrestrial group was further subdivided into three subtypes: BRL-1a was associated exclusively with dogs and cats, while BRL-1b and BRL-1c were found exclusively in hoary foxes. These observations strongly support the role of the Brazilian hoary fox as a rabies reservoir. Screening of representative Brazilian rabies viruses against a collection of anti-rabies monoclonal antibodies (mAbs) identified a small panel of mAbs that could be used to discriminate between all Brazilian subgroups as defined by genetic classification in this study."
https://doi.org/10.1073/pnas.89.21.10552,https://openalex.org/W2005812973,0,https://pubmed.ncbi.nlm.nih.gov/1332051,id_retrieval_doi,"Human herpesvirus 7 is a T-lymphotropic virus and is related to, but significantly different from, human herpesvirus 6 and human cytomegalovirus.","An independent strain (JI) of human herpesvirus 7 (HHV-7) was isolated from a patient with chronic fatigue syndrome (CFS). No significant association could be established by seroepidemiology between HHV-7 and CFS. HHV-7 is a T-lymphotropic virus, infecting CD4+ and CD8+ primary lymphocytes. HHV-7 can also infect SUP-T1, an immature T-cell line, with variable success. Southern blot analysis with DNA probes scanning 58.8% of the human herpesvirus 6 (HHV-6) genome and hybridizing to all HHV-6 strains tested so far revealed homology to HHV-7 with only 37.4% of the total probe length. HHV-7 contains the GGGTTA repetitive sequence, as do HHV-6 and Marek's disease chicken herpesvirus. DNA sequencing of a 186-base-pair fragment of HHV-7(JI) revealed an identity with HHV-6 and human cytomegalovirus of 57.5% and 36%, respectively. Oligonucleotide primers derived from this sequence (HV7/HV8, HV10/HV11) amplified HHV-7 DNA only and did not amplify DNA from other human herpesviruses, including 12 different HHV-6 strains. Southern blot analysis with the p43L3 probe containing the 186-base-pair HHV-7 DNA fragment hybridized to HHV-7 DNA only. The molecular divergence between human cytomegalovirus, on the one hand, and HHV-6 and HHV-7, on the other, is greater than between HHV-6 and HHV-7, which, in turn, is greater than the difference between HHV-6 strains. This study supports the classification of HHV-7 as an additional member of the human beta-herpesviruses."
https://doi.org/10.1186/s13104-015-1669-8,https://openalex.org/W2216886337,0,https://pubmed.ncbi.nlm.nih.gov/26667652,id_retrieval_doi,"No evidence for viral sequences in five lepidic adenocarcinomas (former ""BAC"") by a high-throughput sequencing approach.","The hypothesis of an infectious etiology of the formerly named bronchiolo-alveolar carcinoma (BAC) has raised controversy. We investigated tumor lung tissues from five patients with former BAC histology using high-throughput sequencing technologies to discover potential viruses present in this type of lung cancer. Around 180 million single reads of 100 bases were generated for each BAC sample. None of the reads showed a significant similarity for Jaagsiekte sheep retrovirus (JSRV) and no other viruses were found except for endogenous retroviruses. In conclusion, we have demonstrated the absence of JSRV and other known human viruses in five samples of well-characterized lepidic adenocarcinoma."
,,0,,,No title,No abstract
,,0,,,No title,No abstract
https://doi.org/10.1099/mic.0.000699,https://openalex.org/W2884519145,0,,search_title,Dynamics of acute Montipora white syndrome: bacterial communities of healthy and diseased M. capitata colonies during and after a disease outbreak,No abstract
https://doi.org/10.1016/j.antiviral.2011.06.004,https://openalex.org/W2056191056,0,https://pubmed.ncbi.nlm.nih.gov/21699920,id_retrieval_doi,Prospects of control and eradication of capripox from the Indian subcontinent: a perspective.,"Sheeppox and goatpox, two endemic capripox infections in India, pose a significant economic threat to small ruminant productivity in the subcontinent. Vaccination of all susceptible sheep and goats is the feasible and sustainable means of control. Availability of effective live attenuated vaccines that are inherently thermostable and development of improved diagnostics provide the opportunities to initiate effective control measures for capripox. All animals older than 4 months can be vaccinated with the current homologous vaccines using a single vaccination by intradermal or subcutaneous routes. The success of the control program needs to be monitored by active surveillance particularly for the presence of virus, as sero-monitoring does not enable the differentiation of infection and vaccination. And also the sero-conversion following capripox vaccination is not detectable enough by the available tools. Sustained control efforts call for socio-economic and political stability, adequate infrastructure and logistic support to store and transport vaccines for reaching out vaccines to the remote end users. Availability of veterinary services, improved extension services for increased awareness among farmers, contribute significantly to the control campaigns. Poor vaccination coverage and in-adequate infrastructure in major parts of the country are some of the major elements that come in the way of effective implementation of building herd immunity through immunization."
https://doi.org/10.1016/j.cimid.2005.12.001,https://openalex.org/W2075240515,0,https://pubmed.ncbi.nlm.nih.gov/16458357,id_retrieval_doi,The current status of sheep pox disease.,"Sheep are the moving banks of shepherds and their economic contribution in terms of meat, wool and skin/hide is immense. Various infectious diseases jeopardize the optimum productivity; among which sheep pox is more important as the disease restricts the export of sheep and their products besides other economic losses. Although, clinical signs are indicative of the disease but a laboratory confirmation is necessary for unequivocal diagnosis and studying epidemiology. The causative agent, sheep pox virus (SPV), is antigenically and genetically closely related to goat pox virus (GPV) and lumpy skin disease virus (LSDV), the other members of the genus capripox virus. In some countries, SPV and GPV are cross infective to small ruminants posing problem in diagnosis and epidemiology. However, recent studies have showed that the viruses are phylogenetically distinct and can be differentiated by molecular tools. Prophylaxis using attenuated vaccines is the choice of control measure as the immunity is long lasting. Detailed information on isolation, identification, pathology, epidemiology, diagnosis and prophylaxis would not only help in updating the knowledge of scientific fraternity but will be useful to the policy makers in order to formulate appropriate measures for control and eradication of the disease. This synthesis is to present an up-to-date review of the disease and its control to provide the reader with an overview of the problem."
https://doi.org/10.1016/s0378-1135(01)00390-x,https://openalex.org/W2086471674,0,https://pubmed.ncbi.nlm.nih.gov/11524161,id_retrieval_doi,Fluorogenic RT-PCR assay (TaqMan) for detection and classification of bovine viral diarrhea virus.,"A single tube fluorogenic RT-PCR-based 'TaqMan' assay was developed for detection and classification of bovine viral diarrhea virus (BVDV). TaqMan-PCR was optimized to quantify BVD virus using the ABI PRISM 7700 sequence detection system and dual-labeled fluorogenic probes. Two different gene specific labeled fluorogenic probes for the 5' untranslated region (5' UTR) were used to differentiate between BVD types I and II. Sensitivity of the single tube TaqMan assay was compared with two-tube TaqMan assay and standard RT-PCR using 10-fold dilutions of RNA. Single tube TaqMan assay was 10-100-fold more sensitive than the two-tube TaqMan assay and the standardized single tube RT-PCR. Specificity of the assay was evaluated by testing different BVD virus strains and other bovine viruses. A total of 106 BVD positive and negative pooled or single serum samples, field isolates and reference strains were tested. Quantitation of cRNA from types I and II BVD virus was accomplished by a standard curve plotting cycle threshold values (C(T)) versus copy number. Single tube TaqMan-PCR assay was sensitive, specific and rapid for detection, quantitation and classification of BVD virus."
https://doi.org/10.1007/s12250-016-3750-4,https://openalex.org/W2461342062,0,https://pubmed.ncbi.nlm.nih.gov/27405930,id_retrieval_doi,"Highly pathogenic avian influenza H5N1 Clade 2.3.2.1c virus in migratory birds, 2014-2015.","A novel Clade 2.3.2.1c H5N1 reassortant virus caused several outbreaks in wild birds in some regions of China from late 2014 to 2015. Based on the genetic and phylogenetic analyses, the viruses possess a stable gene constellation with a Clade 2.3.2.1c HA, a H9N2-derived PB2 gene and the other six genes of Asian H5N1-origin. The Clade 2.3.2.1c H5N1 reassortants displayed a high genetic relationship to a human H5N1 strain (A/Alberta/01/2014). Further analysis showed that similar viruses have been circulating in wild birds in China, Russia, Dubai (Western Asia), Bulgaria and Romania (Europe), as well as domestic poultry in some regions of Africa. The affected areas include the Central Asian, East Asian-Australasian, West Asian-East African, and Black Sea/Mediterranean flyways. These results show that the novel Clade 2.3.2.1c reassortant viruses are circulating worldwide and may have gained a selective advantage in migratory birds, thus posing a serious threat to wild birds and potentially humans."
https://doi.org/10.3201/eid1402.071141,https://openalex.org/W1976590712,0,,search_title,"Atypical Bovine Spongiform Encephalopathies, France, 2001–2007",No abstract
